Name of MALDI Data,X,Y,Z,Radii
0_R14X137Y267,-5.9897,30.0965,40.2416,1
0_R14X137Y268,-5.8213,29.9689,40.322,1
0_R14X137Y269,-5.6118,29.7145,40.4997,1
0_R14X137Y270,-5.5284,29.5235,40.7016,1
0_R14X137Y271,-5.4792,29.3491,41.0299,1
0_R14X137Y272,-5.3383,29.1311,41.252,1
0_R14X137Y273,-5.1684,28.8833,41.4523,1
0_R14X137Y274,-4.9793,28.7619,41.4883,1
0_R14X137Y275,-4.8008,28.5279,41.6164,1
0_R14X137Y276,-4.6357,28.3021,41.7879,1
0_R14X137Y277,-4.4941,28.0852,42.0389,1
0_R14X138Y262,-4.6407,27.9954,42.1446,1
0_R14X138Y263,-4.8128,28.2256,41.8563,1
0_R14X138Y264,-4.9865,28.4526,41.7344,1
0_R14X138Y265,-5.2022,28.6744,41.6648,1
0_R14X138Y266,-5.3316,28.7766,41.5122,1
0_R14X138Y267,-5.501,28.9412,41.2118,1
0_R14X138Y268,-5.5538,29.0837,40.7079,1
0_R14X138Y269,-5.6407,29.208,40.3406,1
0_R14X138Y270,-5.816,29.4801,40.2774,1
0_R14X138Y271,-6.0216,29.7717,40.34,1
0_R14X138Y272,-6.2815,29.9288,40.4181,1
0_R14X138Y273,-6.6508,30.085,40.6185,1
0_R14X138Y274,-7.2157,30.3374,40.8555,1
0_R14X138Y275,-7.8243,30.6274,40.9127,1
0_R14X138Y276,-8.2871,31.0245,40.8675,1
0_R14X138Y277,-8.637,31.2971,40.8513,1
0_R14X139Y262,-8.7243,31.1704,40.8501,1
0_R14X139Y263,-8.3838,30.9048,40.8656,1
0_R14X139Y264,-7.9438,30.5129,40.9243,1
0_R14X139Y265,-7.3741,30.1707,40.9158,1
0_R14X139Y266,-6.8408,29.9333,40.7616,1
0_R14X139Y267,-6.4786,29.7834,40.5891,1
0_R14X139Y268,-6.2807,29.6389,40.5088,1
0_R14X139Y269,-6.0621,29.3949,40.4381,1
0_R14X139Y270,-5.8679,29.1285,40.4311,1
0_R14X139Y271,-5.6742,28.8862,40.6593,1
0_R14X139Y272,-5.642,28.8227,41.1913,1
0_R14X139Y273,-5.4935,28.6845,41.5022,1
0_R14X139Y274,-5.3426,28.5577,41.7971,1
0_R14X139Y275,-5.1679,28.3526,41.8461,1
0_R14X139Y276,-4.9692,28.1455,41.9077,1
0_R14X139Y277,-4.7629,27.9264,42.2326,1
0_R14X140Y262,-4.8479,27.866,42.3005,1
0_R14X140Y263,-5.08,28.0673,41.9582,1
0_R14X140Y264,-5.2528,28.2816,41.8831,1
0_R14X140Y265,-5.4343,28.4426,41.7792,1
0_R14X140Y266,-5.6346,28.5848,41.5094,1
0_R14X140Y267,-5.7939,28.7196,41.2505,1
0_R14X140Y268,-5.8733,28.8369,40.9253,1
0_R14X140Y269,-5.9992,29.0521,40.5783,1
0_R14X140Y270,-6.1484,29.3027,40.5545,1
0_R14X140Y271,-6.4183,29.519,40.6551,1
0_R14X140Y272,-6.5886,29.6652,40.7029,1
0_R14X140Y273,-6.9705,29.7921,40.8591,1
0_R14X140Y274,-7.4141,30.0027,40.9515,1
0_R14X140Y275,-8.0038,30.3286,40.9481,1
0_R14X140Y276,-8.4991,30.7825,40.8468,1
0_R14X140Y277,-8.8239,31.0539,40.8209,1
0_R14X141Y263,-8.8558,30.9125,40.7368,1
0_R14X141Y264,-8.5708,30.6734,40.8148,1
0_R14X141Y265,-8.0859,30.2389,40.9633,1
0_R14X141Y266,-7.5494,29.8926,40.9995,1
0_R14X141Y267,-7.0395,29.7022,40.9135,1
0_R14X141Y268,-6.731,29.6037,40.8084,1
0_R14X141Y269,-6.5256,29.4293,40.7726,1
0_R14X141Y270,-6.2906,29.2414,40.7228,1
0_R14X141Y271,-6.1853,29.0323,40.8243,1
0_R14X141Y272,-6.0807,28.8241,41.0489,1
0_R14X141Y273,-5.9137,28.6575,41.2842,1
0_R14X141Y274,-5.764,28.4991,41.5249,1
0_R14X141Y275,-5.528,28.3512,41.768,1
0_R14X141Y276,-5.3291,28.1592,41.9203,1
0_R14X141Y277,-5.1971,28.0034,41.997,1
0_R14X142Y265,-5.4305,28.0625,41.9275,1
0_R14X142Y266,-5.6413,28.2476,41.7787,1
0_R14X142Y267,-5.8375,28.4106,41.5756,1
0_R14X142Y268,-6.0426,28.5702,41.3619,1
0_R14X142Y269,-6.2651,28.7682,41.1711,1
0_R14X142Y270,-6.4081,28.998,41.0021,1
0_R14X142Y271,-6.5257,29.1758,40.9254,1
0_R14X142Y272,-6.698,29.3046,40.9321,1
0_R14X142Y273,-6.8959,29.4739,40.9378,1
0_R14X142Y274,-7.1488,29.566,40.9976,1
0_R14X142Y275,-7.619,29.7977,41.0345,1
0_R14X142Y276,-8.125,30.1259,40.9892,1
0_R14X142Y277,-8.667,30.5083,40.7669,1
0_R14X143Y266,-8.6397,30.3184,40.8229,1
0_R14X143Y267,-8.3072,30.0946,40.9892,1
0_R14X143Y268,-7.8667,29.8444,41.0465,1
0_R14X143Y269,-7.6107,29.6391,41.0909,1
0_R14X143Y270,-7.2753,29.4538,41.0808,1
0_R14X143Y271,-6.8339,29.1589,41.066,1
0_R14X143Y272,-6.575,28.8232,41.1962,1
0_R14X143Y273,-6.1789,28.4606,41.4496,1
0_R14X143Y274,-5.9298,28.2623,41.6665,1
0_R14X143Y275,-5.6308,28.0611,41.8848,1
0_R14X144Y268,-6.2321,28.3027,41.5724,1
0_R14X144Y269,-6.5294,28.5876,41.358,1
0_R14X144Y270,-6.784,28.8231,41.2362,1
0_R14X144Y271,-7.0746,29.0923,41.1808,1
0_R14X144Y272,-7.3433,29.3234,41.1592,1
0_R15X142Y263,-10.5603,30.3214,47.5323,1
0_R15X143Y260,-10.2259,30.1317,47.4641,1
0_R15X143Y261,-10.4345,30.1603,47.3821,1
0_R15X143Y262,-10.7317,30.2727,47.2554,1
0_R15X143Y263,-10.8583,30.3883,47.1833,1
0_R15X144Y259,-10.8515,30.4024,46.9476,1
0_R15X144Y260,-10.8043,30.3049,46.9957,1
0_R15X144Y261,-10.6953,30.1971,47.0465,1
0_R15X144Y262,-10.5107,30.0977,47.1302,1
0_R15X144Y263,-10.3578,30.0416,47.2101,1
0_R15X144Y264,-10.1806,29.9872,47.2453,1
0_R15X145Y257,-10.0188,29.9252,47.0823,1
0_R15X145Y258,-10.2263,29.8962,47.0376,1
0_R15X145Y259,-10.3566,29.9493,47.0022,1
0_R15X145Y260,-10.465,30.0066,46.9698,1
0_R15X145Y261,-10.5629,30.0591,46.9184,1
0_R15X145Y262,-10.6611,30.1368,46.885,1
0_R15X145Y263,-10.7304,30.1985,46.814,1
0_R15X145Y264,-10.7999,30.314,46.7765,1
0_R15X145Y265,-10.8378,30.3843,46.7129,1
0_R15X146Y255,-10.8367,30.3763,46.4922,1
0_R15X146Y256,-10.807,30.3086,46.5189,1
0_R15X146Y257,-10.7723,30.2147,46.5458,1
0_R15X146Y258,-10.7119,30.1183,46.5782,1
0_R15X146Y259,-10.6296,30.0176,46.6349,1
0_R15X146Y260,-10.5408,29.9094,46.6599,1
0_R15X146Y261,-10.4571,29.833,46.6937,1
0_R15X146Y262,-10.3809,29.7729,46.7071,1
0_R15X146Y263,-10.2495,29.7141,46.7382,1
0_R15X146Y264,-10.1444,29.6868,46.7666,1
0_R15X146Y265,-10.0842,29.673,46.7636,1
0_R15X146Y266,-9.8772,29.6845,46.7723,1
0_R15X147Y254,-9.9291,29.5708,46.656,1
0_R15X147Y255,-10.0925,29.5826,46.6352,1
0_R15X147Y256,-10.2546,29.6099,46.5964,1
0_R15X147Y257,-10.3741,29.6748,46.5765,1
0_R15X147Y258,-10.4968,29.7566,46.5097,1
0_R15X147Y259,-10.5521,29.8118,46.4803,1
0_R15X147Y260,-10.6445,29.9327,46.4342,1
0_R15X147Y261,-10.691,29.9959,46.4009,1
0_R15X147Y262,-10.7395,30.0782,46.3921,1
0_R15X147Y263,-10.777,30.15,46.3803,1
0_R15X147Y264,-10.8125,30.2308,46.349,1
0_R15X147Y265,-10.8406,30.3117,46.3277,1
0_R15X147Y266,-10.8888,30.3759,46.292,1
0_R15X147Y267,-10.9271,30.4186,46.2502,1
0_R15X148Y252,-10.9106,30.3449,46.1113,1
0_R15X148Y253,-10.7813,30.0661,46.192,1
0_R15X148Y254,-10.6837,29.9063,46.2246,1
0_R15X148Y255,-10.5444,29.6814,46.2529,1
0_R15X148Y256,-10.3965,29.5501,46.3291,1
0_R15X148Y257,-10.1251,29.461,46.4078,1
0_R15X148Y258,-9.8113,29.3296,46.457,1
0_R15X148Y259,-9.633,29.1615,46.5418,1
0_R15X148Y260,-9.4836,28.8709,46.5849,1
0_R15X148Y261,-9.3244,28.5569,46.7078,1
0_R15X148Y262,-9.1729,28.2049,46.7811,1
0_R15X148Y263,-9.0177,27.891,46.8179,1
0_R15X148Y264,-8.8082,27.5969,46.9065,1
0_R15X148Y265,-8.6139,27.3527,46.9817,1
0_R15X148Y266,-8.3674,27.0896,47.0801,1
0_R15X148Y267,-8.0891,26.8452,47.135,1
0_R15X149Y251,-7.7392,26.3642,46.9366,1
0_R15X149Y252,-7.9327,26.5953,46.9445,1
0_R15X149Y253,-8.1386,26.7621,46.9299,1
0_R15X149Y254,-8.4207,26.9909,46.8809,1
0_R15X149Y255,-8.6712,27.2725,46.7915,1
0_R15X149Y256,-8.8875,27.5159,46.6866,1
0_R15X149Y257,-9.0702,27.7659,46.6106,1
0_R15X149Y258,-9.2418,28.0328,46.5131,1
0_R15X149Y259,-9.401,28.3677,46.4662,1
0_R15X149Y260,-9.5457,28.6679,46.3563,1
0_R15X149Y261,-9.717,28.9989,46.277,1
0_R15X149Y262,-9.8808,29.2207,46.2252,1
0_R15X149Y263,-10.1544,29.3971,46.1616,1
0_R15X149Y264,-10.4466,29.5166,46.0799,1
0_R15X149Y265,-10.5563,29.6648,46.0245,1
0_R15X149Y266,-10.6847,29.8636,45.998,1
0_R15X149Y267,-10.7794,29.9886,45.9643,1
0_R15X149Y268,-10.9208,30.2878,45.9248,1
0_R15X150Y249,-10.9594,30.2246,45.747,1
0_R15X150Y250,-10.7559,29.9458,45.8138,1
0_R15X150Y251,-10.6285,29.7991,45.8374,1
0_R15X150Y252,-10.4944,29.6258,45.8672,1
0_R15X150Y253,-10.3586,29.4846,45.9119,1
0_R15X150Y254,-10.1032,29.33,45.9739,1
0_R15X150Y255,-9.9324,29.1401,46.0328,1
0_R15X150Y256,-9.7889,28.8872,46.0597,1
0_R15X150Y257,-9.6594,28.5342,46.1164,1
0_R15X150Y258,-9.495,28.2235,46.2199,1
0_R15X150Y259,-9.2911,27.9429,46.2945,1
0_R15X150Y260,-9.127,27.6757,46.3919,1
0_R15X150Y261,-8.9634,27.4041,46.4417,1
0_R15X150Y262,-8.7375,27.1073,46.5257,1
0_R15X150Y263,-8.4642,26.8392,46.6264,1
0_R15X150Y264,-8.1226,26.6307,46.6966,1
0_R15X150Y265,-8.0049,26.4679,46.6756,1
0_R15X150Y266,-7.8667,26.2357,46.706,1
0_R15X150Y267,-7.7138,26.0448,46.7395,1
0_R15X150Y268,-7.016,26.2381,46.8866,1
0_R15X150Y269,-6.7146,26.1808,46.9362,1
0_R15X151Y248,-6.5117,26.0909,46.7447,1
0_R15X151Y249,-6.7541,26.1563,46.7193,1
0_R15X151Y250,-6.9807,26.2716,46.6891,1
0_R15X151Y251,-7.8743,25.8917,46.4955,1
0_R15X151Y252,-7.9973,26.0926,46.4617,1
0_R15X151Y253,-8.1472,26.3076,46.4089,1
0_R15X151Y254,-8.2979,26.4281,46.3596,1
0_R15X151Y255,-8.5329,26.6577,46.3469,1
0_R15X151Y256,-8.7871,26.9367,46.2953,1
0_R15X151Y257,-9.0548,27.2247,46.1565,1
0_R15X151Y258,-9.1877,27.5431,46.1637,1
0_R15X151Y259,-9.3718,27.8226,46.0719,1
0_R15X151Y260,-9.6143,28.1117,45.9747,1
0_R15X151Y261,-9.7498,28.3604,45.8898,1
0_R15X151Y262,-9.8464,28.6763,45.869,1
0_R15X151Y263,-9.9636,28.9994,45.8362,1
0_R15X151Y264,-10.072,29.2097,45.7748,1
0_R15X151Y265,-10.2456,29.4349,45.7541,1
0_R15X151Y266,-10.4284,29.6114,45.6889,1
0_R15X151Y267,-10.5694,29.7579,45.6398,1
0_R15X151Y268,-10.7056,29.892,45.6098,1
0_R15X151Y269,-10.9653,30.085,45.4916,1
0_R15X151Y270,-11.0956,30.2449,45.4259,1
0_R15X152Y246,-11.2063,30.3042,45.2548,1
0_R15X152Y247,-11.1166,30.1625,45.2674,1
0_R15X152Y248,-10.9406,30.0411,45.3425,1
0_R15X152Y249,-10.6968,29.8627,45.4552,1
0_R15X152Y250,-10.5209,29.7061,45.5024,1
0_R15X152Y251,-10.3856,29.5822,45.5522,1
0_R15X152Y252,-10.2218,29.382,45.5887,1
0_R15X152Y253,-10.1465,29.2009,45.5577,1
0_R15X152Y254,-10.0125,28.9127,45.6291,1
0_R15X152Y255,-9.9083,28.5947,45.6663,1
0_R15X152Y256,-9.7951,28.3105,45.6955,1
0_R15X152Y257,-9.6683,28.0269,45.7846,1
0_R15X152Y258,-9.4443,27.7399,45.9125,1
0_R15X152Y259,-9.2701,27.4529,45.9688,1
0_R15X152Y260,-9.1402,27.1974,46.0046,1
0_R15X152Y261,-8.8564,26.875,46.126,1
0_R15X152Y262,-8.6241,26.598,46.1497,1
0_R15X152Y263,-8.3804,26.3612,46.2079,1
0_R15X152Y264,-8.1949,26.1998,46.2903,1
0_R15X152Y265,-8.0703,26.0252,46.3217,1
0_R15X152Y266,-7.9419,25.7933,46.3213,1
0_R15X152Y267,-6.8772,26.2815,46.552,1
0_R15X152Y268,-6.7203,26.1523,46.5494,1
0_R15X152Y269,-6.566,26.0627,46.4903,1
0_R15X152Y270,-6.4151,26.0213,46.4386,1
0_R15X153Y247,-6.3444,26.0434,46.3253,1
0_R15X153Y248,-6.5234,26.0651,46.3357,1
0_R15X153Y249,-6.6655,26.1477,46.3581,1
0_R15X153Y250,-6.7771,26.2454,46.3737,1
0_R15X153Y251,-7.9775,25.7026,46.1195,1
0_R15X153Y252,-8.1348,25.8823,46.108,1
0_R15X153Y253,-8.2836,26.1036,46.0771,1
0_R15X153Y254,-8.4093,26.2669,46.0515,1
0_R15X153Y255,-8.6297,26.4732,45.9801,1
0_R15X153Y256,-8.8763,26.7227,45.9155,1
0_R15X153Y257,-9.1669,27.0332,45.7933,1
0_R15X153Y258,-9.324,27.284,45.7396,1
0_R15X153Y259,-9.4696,27.5629,45.6609,1
0_R15X153Y260,-9.6548,27.8897,45.5911,1
0_R15X153Y261,-9.7726,28.2145,45.5005,1
0_R15X153Y262,-9.9302,28.5129,45.4358,1
0_R15X153Y263,-10.0284,28.746,45.3994,1
0_R15X153Y264,-10.1527,29.0219,45.347,1
0_R15X153Y265,-10.2599,29.2794,45.3457,1
0_R15X153Y266,-10.3602,29.4995,45.4016,1
0_R15X153Y267,-10.5082,29.6564,45.3199,1
0_R15X153Y268,-10.6675,29.7962,45.2157,1
0_R15X153Y269,-10.8884,29.9847,45.1286,1
0_R15X153Y270,-11.0764,30.1213,45.0832,1
0_R15X153Y271,-11.2881,30.271,45.0605,1
0_R15X154Y247,-11.2716,30.3116,44.8887,1
0_R15X154Y248,-11.0337,30.0948,44.9021,1
0_R15X154Y249,-10.8504,29.9545,44.904,1
0_R15X154Y250,-10.619,29.7431,45.0039,1
0_R15X154Y251,-10.4752,29.5446,45.0907,1
0_R15X154Y252,-10.3688,29.3103,45.0951,1
0_R15X154Y253,-10.3023,29.1204,45.0545,1
0_R15X154Y254,-10.1999,28.8587,45.0567,1
0_R15X154Y255,-10.0793,28.5681,45.09,1
0_R15X154Y256,-9.9392,28.324,45.1518,1
0_R15X154Y257,-9.7736,28.128,45.2776,1
0_R15X154Y258,-9.6599,27.8278,45.381,1
0_R15X154Y259,-9.4985,27.4366,45.4495,1
0_R15X154Y260,-9.3878,27.1949,45.4835,1
0_R15X154Y261,-9.1905,26.9186,45.5641,1
0_R15X154Y262,-8.9819,26.681,45.6424,1
0_R15X154Y263,-8.7265,26.4404,45.7591,1
0_R15X154Y264,-8.5768,26.2693,45.7769,1
0_R15X154Y265,-8.4183,26.0787,45.8256,1
0_R15X154Y266,-8.3194,25.9266,45.8371,1
0_R15X154Y267,-8.1505,25.7423,45.8931,1
0_R15X154Y268,-6.8282,26.3705,46.0111,1
0_R15X154Y269,-6.5447,26.2761,45.9825,1
0_R15X154Y270,-6.3404,26.2073,45.929,1
0_R15X154Y271,-6.1196,26.2579,45.828,1
0_R15X154Y272,-5.7456,26.3173,45.7413,1
0_R15X155Y248,-5.6837,26.3454,45.5619,1
0_R15X155Y249,-6.0052,26.382,45.6378,1
0_R15X155Y250,-6.2221,26.3261,45.7072,1
0_R15X155Y251,-6.919,25.2652,45.7765,1
0_R15X155Y252,-7.4396,25.021,45.6831,1
0_R15X155Y253,-7.7656,25.3568,45.6227,1
0_R15X155Y254,-8.0577,25.5406,45.6487,1
0_R15X155Y255,-8.257,25.7158,45.567,1
0_R15X155Y256,-8.4619,25.9692,45.5495,1
0_R15X155Y257,-8.615,26.1506,45.5192,1
0_R15X155Y258,-8.8833,26.4357,45.4069,1
0_R15X155Y259,-9.1144,26.7101,45.3571,1
0_R15X155Y260,-9.4115,27.1399,45.2691,1
0_R15X155Y261,-9.6191,27.5974,45.1209,1
0_R15X155Y262,-9.762,27.9686,45.0446,1
0_R15X155Y263,-10.0214,28.2626,44.9182,1
0_R15X155Y264,-10.1639,28.5787,44.9052,1
0_R15X155Y265,-10.2463,28.7954,44.8803,1
0_R15X155Y266,-10.3428,29.0604,44.8747,1
0_R15X155Y267,-10.4629,29.3509,44.853,1
0_R15X155Y268,-10.5578,29.5765,44.8091,1
0_R15X155Y269,-10.7215,29.8346,44.7678,1
0_R15X155Y270,-10.9137,29.9878,44.6583,1
0_R15X155Y271,-11.1259,30.1651,44.6197,1
0_R15X155Y272,-11.2733,30.3554,44.6682,1
0_R15X156Y248,-11.264,30.339,44.5098,1
0_R15X156Y249,-11.085,30.1518,44.4788,1
0_R15X156Y250,-10.8623,29.9018,44.4923,1
0_R15X156Y251,-10.6974,29.7353,44.5888,1
0_R15X156Y252,-10.5445,29.4336,44.6491,1
0_R15X156Y253,-10.4514,29.2163,44.6824,1
0_R15X156Y254,-10.356,28.9801,44.7063,1
0_R15X156Y255,-10.2472,28.6624,44.7264,1
0_R15X156Y256,-10.1525,28.4059,44.7385,1
0_R15X156Y257,-9.9731,28.1407,44.7991,1
0_R15X156Y258,-9.7504,27.8929,44.9122,1
0_R15X156Y259,-9.6182,27.5677,45.0353,1
0_R15X156Y260,-9.4019,27.0768,45.1178,1
0_R15X156Y261,-9.0908,26.6365,45.2461,1
0_R15X156Y262,-8.8276,26.3215,45.3091,1
0_R15X156Y263,-8.5976,26.0582,45.3819,1
0_R15X156Y264,-8.4489,25.8779,45.3947,1
0_R15X156Y265,-8.2293,25.6077,45.4068,1
0_R15X156Y266,-8.0218,25.4859,45.516,1
0_R15X156Y267,-7.7506,25.2889,45.4799,1
0_R15X156Y268,-7.4093,25.0013,45.5625,1
0_R15X156Y269,-6.894,25.2096,45.6761,1
0_R15X156Y270,-6.1929,26.3881,45.6034,1
0_R15X156Y271,-5.991,26.4204,45.5507,1
0_R15X156Y272,-5.6803,26.373,45.4887,1
0_R15X156Y273,-5.507,26.2547,45.5655,1
0_R15X157Y249,-5.4767,26.2519,45.4847,1
0_R15X157Y250,-5.6416,26.3903,45.404,1
0_R15X157Y251,-5.9359,26.4738,45.4103,1
0_R15X157Y252,-6.1228,26.4719,45.4401,1
0_R15X157Y253,-6.809,25.1831,45.522,1
0_R15X157Y254,-7.3544,24.9684,45.4418,1
0_R15X157Y255,-7.7168,25.1615,45.3464,1
0_R15X157Y256,-7.9792,25.3651,45.3765,1
0_R15X157Y257,-8.2181,25.511,45.2877,1
0_R15X157Y258,-8.4426,25.8259,45.2945,1
0_R15X157Y259,-8.5864,25.9954,45.269,1
0_R15X157Y260,-8.7933,26.2449,45.2286,1
0_R15X157Y261,-9.0513,26.5468,45.1432,1
0_R15X157Y262,-9.3607,26.9691,45.0121,1
0_R15X157Y263,-9.5671,27.3918,44.9045,1
0_R15X157Y264,-9.7071,27.7586,44.792,1
0_R15X157Y265,-9.9077,28.0226,44.646,1
0_R15X157Y266,-10.1103,28.294,44.5953,1
0_R15X157Y267,-10.2655,28.6095,44.5488,1
0_R15X157Y268,-10.3606,28.8975,44.5248,1
0_R15X157Y269,-10.4438,29.1248,44.5034,1
0_R15X157Y270,-10.5442,29.3477,44.4772,1
0_R15X157Y271,-10.6969,29.6046,44.3992,1
0_R15X157Y272,-10.8451,29.7993,44.3358,1
0_R15X157Y273,-11.0276,30.0775,44.2748,1
0_R15X157Y274,-11.2332,30.3405,44.2825,1
0_R15X158Y249,-11.2411,30.3614,44.0666,1
0_R15X158Y250,-11.0173,29.9303,44.0398,1
0_R15X158Y251,-10.7977,29.587,44.1032,1
0_R15X158Y252,-10.6544,29.4361,44.171,1
0_R15X158Y253,-10.5069,29.2162,44.2683,1
0_R15X158Y254,-10.4081,28.9857,44.2998,1
0_R15X158Y255,-10.3024,28.6614,44.2894,1
0_R15X158Y256,-10.191,28.3975,44.3034,1
0_R15X158Y257,-10.0331,28.1364,44.3978,1
0_R15X158Y258,-9.8638,27.9152,44.4686,1
0_R15X158Y259,-9.6689,27.6045,44.569,1
0_R15X158Y260,-9.5148,27.1844,44.6684,1
0_R15X158Y261,-9.307,26.8354,44.7405,1
0_R15X158Y262,-8.9682,26.4054,44.8854,1
0_R15X158Y263,-8.7391,26.1041,44.9803,1
0_R15X158Y264,-8.5974,25.9315,45.0309,1
0_R15X158Y265,-8.4587,25.7547,45.0694,1
0_R15X158Y266,-8.254,25.3048,45.1022,1
0_R15X158Y267,-8.0056,25.1459,45.1741,1
0_R15X158Y268,-7.6968,25.0513,45.1643,1
0_R15X158Y269,-7.331,24.9345,45.2315,1
0_R15X158Y270,-6.8119,25.1041,45.3101,1
0_R15X158Y271,-6.0639,26.5432,45.262,1
0_R15X158Y272,-5.8561,26.527,45.2491,1
0_R15X158Y273,-5.6228,26.4434,45.2226,1
0_R15X158Y274,-5.4285,26.2828,45.2364,1
0_R15X159Y249,-5.352,26.2493,45.0396,1
0_R15X159Y250,-5.5432,26.4502,45.0283,1
0_R15X159Y251,-5.7431,26.5992,45.033,1
0_R15X159Y252,-5.9424,26.6462,45.0371,1
0_R15X159Y253,-6.7458,24.9404,45.0345,1
0_R15X159Y254,-7.2352,24.7847,44.919,1
0_R15X159Y255,-7.591,24.9091,44.8754,1
0_R15X159Y256,-7.9494,25.0131,44.8014,1
0_R15X159Y257,-8.1884,25.0738,44.8168,1
0_R15X159Y258,-8.4186,25.3971,44.7132,1
0_R15X159Y259,-8.5413,25.8001,44.6956,1
0_R15X159Y260,-8.6659,26.0106,44.6716,1
0_R15X159Y261,-8.8542,26.284,44.5993,1
0_R15X159Y262,-9.1425,26.628,44.4942,1
0_R15X159Y263,-9.3517,26.9061,44.464,1
0_R15X159Y264,-9.5359,27.2239,44.4199,1
0_R15X159Y265,-9.6901,27.6272,44.3449,1
0_R15X159Y266,-9.8855,27.9023,44.2631,1
0_R15X159Y267,-10.0305,28.1305,44.18,1
0_R15X159Y268,-10.1683,28.377,44.1394,1
0_R15X159Y269,-10.298,28.7102,44.0965,1
0_R15X159Y270,-10.4023,28.9935,44.0301,1
0_R15X159Y271,-10.5014,29.1829,43.9589,1
0_R15X159Y272,-10.6613,29.3455,43.8709,1
0_R15X159Y273,-10.8117,29.4793,43.8264,1
0_R15X159Y274,-10.9949,29.7053,43.7697,1
0_R15X159Y275,-11.2314,30.2231,43.8327,1
0_R15X160Y250,-11.4132,30.2442,43.4771,1
0_R15X160Y251,-11.143,29.8295,43.5188,1
0_R15X160Y252,-10.917,29.501,43.5586,1
0_R15X160Y253,-10.7011,29.248,43.6124,1
0_R15X160Y254,-10.5055,29.0465,43.7208,1
0_R15X160Y255,-10.3582,28.8124,43.7932,1
0_R15X160Y256,-10.2222,28.498,43.8588,1
0_R15X160Y257,-10.11,28.2643,43.8774,1
0_R15X160Y258,-9.9702,28.0156,43.9552,1
0_R15X160Y259,-9.831,27.7994,44.038,1
0_R15X160Y260,-9.6509,27.5141,44.1137,1
0_R15X160Y261,-9.4895,27.1819,44.2206,1
0_R15X160Y262,-9.289,26.8662,44.259,1
0_R15X160Y263,-9.0725,26.5906,44.3196,1
0_R15X160Y264,-8.8155,26.2686,44.3924,1
0_R15X160Y265,-8.6551,26.0189,44.5088,1
0_R15X160Y266,-8.4994,25.7322,44.514,1
0_R15X160Y267,-8.4069,25.3217,44.5049,1
0_R15X160Y268,-8.1629,25.1136,44.5964,1
0_R15X160Y269,-7.8989,25.0487,44.6107,1
0_R15X160Y270,-7.5381,24.8544,44.6062,1
0_R15X160Y271,-7.249,24.6808,44.6782,1
0_R15X160Y272,-6.7163,24.8855,44.7813,1
0_R15X160Y273,-5.8543,26.7189,44.8387,1
0_R15X160Y274,-5.6782,26.641,44.826,1
0_R15X160Y275,-5.4584,26.4758,44.813,1
0_R15X160Y276,-5.2273,26.1388,44.8763,1
0_R15X161Y250,-5.1429,26.0727,44.715,1
0_R15X161Y251,-5.3967,26.4965,44.6335,1
0_R15X161Y252,-5.5477,26.6363,44.6113,1
0_R15X161Y253,-5.7299,26.7487,44.6056,1
0_R15X161Y254,-6.6007,24.933,44.5667,1
0_R15X161Y255,-6.9507,24.9515,44.4541,1
0_R15X161Y256,-7.3629,24.9367,44.3427,1
0_R15X161Y257,-7.7357,25.0547,44.2887,1
0_R15X161Y258,-8.0604,25.138,44.2316,1
0_R15X161Y259,-8.279,25.2308,44.1818,1
0_R15X161Y260,-8.4369,25.766,44.2628,1
0_R15X161Y261,-8.5761,25.9767,44.2805,1
0_R15X161Y262,-8.7133,26.1938,44.1658,1
0_R15X161Y263,-8.9209,26.4778,44.0827,1
0_R15X161Y264,-9.2097,26.8489,44.0089,1
0_R15X161Y265,-9.3627,27.0593,43.982,1
0_R15X161Y266,-9.5519,27.3637,43.9192,1
0_R15X161Y267,-9.783,27.6392,43.7774,1
0_R15X161Y268,-9.9224,27.8224,43.7105,1
0_R15X161Y269,-10.0533,28.0743,43.6414,1
0_R15X161Y270,-10.1694,28.2693,43.5949,1
0_R15X161Y271,-10.3427,28.5455,43.5619,1
0_R15X161Y272,-10.4895,28.7647,43.4609,1
0_R15X161Y273,-10.6608,29.0122,43.3642,1
0_R15X161Y274,-10.8839,29.3293,43.3174,1
0_R15X161Y275,-11.1311,29.6791,43.2405,1
0_R15X161Y276,-11.3999,30.0417,43.2143,1
0_R15X162Y251,-11.4629,29.9558,42.981,1
0_R15X162Y252,-11.0855,29.575,43.0466,1
0_R15X162Y253,-10.8535,29.1888,43.081,1
0_R15X162Y254,-10.6678,28.8673,43.1742,1
0_R15X162Y255,-10.4494,28.5133,43.2871,1
0_R15X162Y256,-10.3331,28.3526,43.3891,1
0_R15X162Y257,-10.1778,28.0961,43.4531,1
0_R15X162Y258,-10.0272,27.8778,43.503,1
0_R15X162Y259,-9.9039,27.7352,43.5713,1
0_R15X162Y260,-9.7628,27.5695,43.6139,1
0_R15X162Y261,-9.5266,27.3787,43.7169,1
0_R15X162Y262,-9.2987,27.0512,43.8,1
0_R15X162Y263,-9.155,26.8681,43.7884,1
0_R15X162Y264,-8.8676,26.5043,43.882,1
0_R15X162Y265,-8.6133,26.1609,43.9911,1
0_R15X162Y266,-8.4933,25.9569,44.0917,1
0_R15X162Y267,-8.3651,25.8162,44.0542,1
0_R15X162Y268,-8.2486,25.2437,44.0114,1
